Practice_ID,Quarter,Year,Visit_Volume,Avg_Wait_Time_Min,Patient_Satisfaction_Score,No_Show_Rate,Followup_Adherence_Rate,Staff_to_Patient_Ratio,Provider_Productivity,A1C_Screening_Compliance,Total_Providers_FTE,Total_Staff_FTE,Unique_Patients_Seen
AP002,Q3,2021,2225,8.7,48.4,54,72,0.026,381.9,83.9,3.2,33.6,970
AP002,Q4,2022,2603,53.2,83.2,74,48,0.134,829.3,35.1,1.7,18.2,1450
AP008,Q1,2020,4503,3.7,21.5,35,77,0.027,646.7,54.7,1.6,16.5,1074
AP006,Q1,2024,2965,45.3,79.2,67,98,0.038,1914.0,75.4,5.9,12.9,1487
AP002,Q2,2024,1793,40.1,24.2,57,88,0.01,2096.0,66.4,2.5,33.0,474
AP002,Q1,2024,4674,30.6,46.5,79,75,0.03,404.9,0.4,4.9,12.1,544
AP002,Q1,2021,2210,28.2,77.9,88,65,0.039,798.4,5.9,2.2,13.5,1017
AP007,Q1,2022,1306,48.2,48.6,80,89,0.015,148.3,72.5,1.8,49.6,1766
AP010,Q1,2020,554,0.1,10.3,70,54,0.017,1048.1,78.1,5.9,22.6,1124
AP006,Q2,2021,3240,53.0,97.2,88,70,0.111,1011.5,7.7,4.0,36.5,339
AP005,Q1,2024,3907,21.7,67.3,87,80,0.024,202.4,52.3,5.3,33.6,992
AP002,Q1,2021,4267,7.1,79.1,95,85,0.016,668.7,8.6,3.5,23.2,405
AP011,Q2,2022,2772,33.1,24.9,78,72,0.021,835.2,75.4,3.6,30.1,437
AP006,Q3,2024,2586,53.6,23.6,73,94,0.008,501.6,15.1,4.7,47.5,530
AP012,Q3,2020,4353,46.8,20.5,56,75,0.015,1601.8,75.2,1.2,37.6,1776
AP003,Q4,2020,736,29.7,22.9,74,84,0.012,1182.2,56.0,5.5,27.9,398
AP011,Q2,2021,1542,47.3,10.4,67,88,0.022,270.8,64.2,5.4,17.6,746
AP002,Q3,2020,3132,5.7,16.8,81,94,0.098,3172.5,62.0,3.3,16.3,394
AP010,Q3,2023,2104,17.6,62.1,98,77,0.016,188.0,34.7,1.9,48.5,1897
AP004,Q2,2021,4914,28.2,23.2,54,70,0.023,1696.7,15.1,2.9,30.0,1719
AP012,Q1,2022,2566,18.8,84.9,57,68,0.041,1464.7,75.1,5.0,38.1,687
AP004,Q3,2024,1827,10.7,20.0,81,95,0.036,1077.6,92.6,3.4,49.5,382
AP001,Q4,2021,2260,7.5,57.0,70,71,0.059,288.8,3.3,2.1,13.3,1025
AP002,Q2,2023,3916,30.3,99.8,71,51,0.094,618.0,33.4,4.0,43.1,458
AP004,Q3,2023,1771,10.2,1.2,73,76,0.024,486.4,30.3,3.7,43.7,1201
AP011,Q2,2024,1282,33.2,60.3,73,92,0.017,722.9,65.8,1.1,12.5,564
AP008,Q1,2020,4487,5.0,40.1,92,93,0.054,1325.8,95.8,6.0,41.8,1609
AP001,Q3,2020,3862,29.0,3.0,49,87,0.015,1645.7,82.2,2.3,16.9,914
AP012,Q2,2021,846,25.9,49.4,85,97,0.007,910.3,36.7,4.3,43.4,1801
AP006,Q1,2020,657,53.7,10.3,94,99,0.021,2803.6,83.2,3.5,48.4,577
AP010,Q3,2021,1306,3.6,89.5,83,91,0.014,225.4,8.2,5.9,39.8,1951
AP001,Q4,2021,2199,48.5,5.5,88,88,0.016,287.2,89.7,3.9,47.0,508
AP003,Q4,2020,4310,57.7,52.1,92,47,0.029,406.7,48.1,4.6,36.1,381
AP006,Q2,2020,590,27.6,77.8,85,75,0.01,783.1,6.7,5.6,40.4,785
AP007,Q4,2020,1383,45.0,76.2,62,80,0.011,3481.4,91.1,3.6,49.5,1500
AP007,Q1,2020,3959,42.2,95.1,45,74,0.011,2066.2,17.6,3.7,16.6,1556
AP001,Q4,2023,1101,19.6,80.7,91,72,0.075,288.5,13.4,4.2,48.2,1949
AP005,Q3,2023,1845,49.0,38.5,81,74,0.032,725.3,46.5,5.8,17.9,1653
AP004,Q2,2020,1208,5.9,60.4,77,65,0.057,900.0,78.6,1.1,25.7,1816
AP009,Q3,2023,584,43.0,97.7,81,80,0.019,632.4,70.7,1.4,48.3,326
AP009,Q4,2020,652,31.9,41.7,84,100,0.07,424.1,94.3,1.1,13.5,445
AP009,Q3,2020,828,59.0,58.3,85,81,0.02,1183.3,64.5,1.0,14.1,1792
AP012,Q2,2021,4683,22.6,49.1,91,88,0.007,292.1,97.1,3.5,25.2,1115
AP009,Q2,2022,1250,3.7,18.0,66,67,0.043,1253.5,58.3,4.1,20.5,1100
AP009,Q4,2020,1753,49.0,69.1,57,93,0.048,262.8,31.7,5.8,43.3,910
AP011,Q3,2022,2883,29.8,48.3,67,83,0.033,2543.8,58.2,5.1,42.3,955
AP003,Q2,2022,3778,59.4,85.9,64,80,0.028,1373.2,28.1,5.7,10.1,593
AP001,Q4,2023,3368,36.9,33.5,66,79,0.044,389.2,23.0,3.5,38.3,609
AP006,Q4,2020,4865,18.4,17.7,63,77,0.015,1139.7,61.7,1.2,13.7,1243
AP012,Q4,2021,2279,55.1,25.0,92,85,0.014,694.2,88.5,2.8,34.4,958
AP012,Q2,2022,2224,25.7,18.4,80,82,0.028,1110.6,49.8,3.7,43.2,1061
AP003,Q3,2020,3624,3.5,61.4,71,77,0.075,257.2,95.6,4.3,23.9,509
AP010,Q2,2024,3109,56.1,72.6,91,48,0.055,937.1,82.9,1.7,32.0,557
AP009,Q2,2020,3859,22.1,75.3,73,76,0.055,352.6,8.5,4.5,13.2,805
AP003,Q3,2024,1159,52.3,17.1,61,78,0.078,1159.1,29.1,1.2,12.9,586
AP004,Q3,2022,4825,12.5,97.5,70,86,0.029,838.8,20.2,3.6,22.9,389
AP008,Q3,2023,973,54.3,35.6,93,87,0.044,357.8,67.0,4.8,45.4,699
AP005,Q3,2020,3515,44.4,46.6,66,91,0.104,277.3,49.0,4.7,18.6,1870
AP003,Q4,2022,3149,27.6,52.6,65,56,0.055,237.0,14.1,2.5,28.8,1953
AP008,Q2,2023,4688,21.4,4.9,72,70,0.02,3827.5,43.5,2.0,34.7,529
AP009,Q4,2024,1690,42.2,66.4,66,80,0.031,339.8,61.4,1.1,31.7,1394
AP007,Q3,2021,4483,40.8,14.5,87,84,0.008,2463.2,24.7,4.6,42.6,774
AP007,Q2,2022,4407,39.7,70.6,90,61,0.054,475.9,23.6,5.6,34.2,817
AP002,Q4,2024,4003,9.4,36.0,68,68,0.017,429.6,94.7,1.5,43.9,1489
AP009,Q2,2024,2065,12.5,45.2,86,60,0.02,1398.2,9.2,4.6,45.7,431
AP008,Q2,2023,4361,38.2,27.2,63,46,0.034,3987.3,88.7,5.0,38.7,459
AP009,Q4,2024,3227,37.3,65.1,50,58,0.054,782.3,33.7,5.5,28.9,1880
AP005,Q2,2024,2402,48.7,76.7,61,67,0.028,456.0,82.6,1.1,18.6,742
AP004,Q1,2021,521,1.5,66.3,72,97,0.019,3737.7,41.6,3.5,43.5,1539
AP006,Q2,2021,1991,32.8,36.9,87,75,0.022,520.2,37.7,3.9,15.5,1415
AP005,Q1,2020,2273,6.0,75.1,55,75,0.034,695.6,60.2,2.1,48.7,1633
AP002,Q4,2023,904,45.3,87.9,71,69,0.028,154.6,70.8,2.1,36.9,1434
AP007,Q4,2023,2270,25.5,83.9,89,54,0.022,1220.3,49.2,1.9,40.2,1543
AP001,Q2,2021,1005,27.2,82.8,70,94,0.021,1270.4,29.3,4.4,35.4,414
AP001,Q4,2023,2366,25.6,93.4,83,81,0.039,828.8,88.3,4.1,48.9,1096
AP004,Q4,2021,2742,25.3,80.4,73,86,0.035,828.3,88.6,5.5,30.0,323
AP011,Q2,2024,568,25.6,29.0,100,89,0.029,1535.0,4.9,5.3,18.8,517
AP008,Q2,2022,4415,31.1,5.7,64,60,0.021,791.0,1.3,5.0,29.8,700
AP003,Q1,2020,4729,18.2,80.3,82,96,0.024,695.8,27.3,5.3,12.8,563
AP005,Q2,2023,988,52.8,34.2,92,87,0.021,1657.1,2.0,1.9,34.6,1565
AP010,Q4,2024,827,33.3,38.5,89,72,0.047,944.7,98.4,3.3,19.4,844
AP009,Q3,2023,3201,29.0,83.0,78,39,0.026,359.3,87.7,3.7,16.4,1485
AP006,Q3,2023,973,40.0,46.8,62,84,0.039,1899.0,39.6,4.9,19.2,312
AP005,Q4,2020,2041,46.8,19.5,69,88,0.034,965.2,84.3,2.0,40.4,593
AP005,Q1,2024,3295,22.3,65.8,64,77,0.023,1366.8,85.7,3.5,38.7,1506
AP011,Q3,2021,3926,0.0,43.9,72,84,0.054,1192.9,51.4,5.0,44.4,1395
AP012,Q3,2021,4574,49.9,61.3,61,66,0.035,1415.6,43.9,4.3,27.6,538
AP010,Q1,2021,3314,49.0,76.1,61,49,0.006,1554.1,25.9,3.2,36.6,639
AP010,Q2,2020,2492,12.7,1.9,88,89,0.031,902.3,77.4,3.2,16.0,1882
AP001,Q2,2024,2945,28.5,54.4,72,73,0.021,735.2,6.1,3.7,34.7,806
AP010,Q4,2021,2272,13.3,38.5,80,67,0.024,721.0,5.8,2.2,13.4,435
AP004,Q3,2024,4644,6.3,52.9,55,78,0.008,409.4,90.0,1.8,44.1,1290
AP008,Q4,2021,581,8.0,79.0,71,98,0.008,1746.7,77.6,5.2,45.3,1775
AP002,Q3,2022,2199,41.0,34.5,52,86,0.019,738.3,86.7,5.4,18.0,1426
AP010,Q4,2021,3479,35.5,40.2,72,73,0.038,1203.1,86.9,2.7,16.4,1636
AP008,Q4,2024,3220,8.5,78.5,88,73,0.015,888.3,35.7,2.4,42.7,1367
AP008,Q1,2020,3980,25.2,3.2,73,79,0.031,4041.8,21.3,1.8,37.4,461
AP006,Q2,2020,572,56.9,43.8,70,79,0.017,370.7,61.3,4.8,37.1,1613
AP011,Q1,2020,4101,46.0,75.3,96,81,0.051,419.8,0.3,4.1,37.0,1287
AP002,Q3,2022,1191,58.0,91.2,76,85,0.08,1900.5,17.1,4.7,27.2,786
AP008,Q4,2024,2828,35.5,90.0,93,65,0.028,601.1,97.4,3.1,49.7,1927
AP003,Q3,2022,1895,13.4,59.9,64,72,0.014,1492.1,59.1,3.4,27.5,428
AP010,Q2,2024,4731,21.1,30.8,89,76,0.084,248.2,42.2,3.5,44.1,1113
AP010,Q4,2022,882,18.4,77.8,80,78,0.008,526.7,81.2,1.6,48.3,794
AP003,Q2,2024,2924,25.6,37.7,99,52,0.007,891.6,26.3,3.7,17.6,1354
AP005,Q2,2024,3634,7.2,75.4,68,53,0.016,2968.5,58.3,5.2,35.7,1656
AP002,Q1,2023,2088,45.0,90.1,73,83,0.077,751.7,94.2,1.6,15.1,578
AP004,Q2,2020,1118,51.9,5.2,63,82,0.028,646.2,70.9,5.4,36.5,1137
AP001,Q3,2023,858,11.0,97.5,64,62,0.056,1069.6,72.4,1.7,45.3,1435
AP006,Q2,2024,3394,32.7,7.1,73,64,0.022,624.3,54.4,2.5,49.3,574
AP005,Q3,2021,2799,47.8,47.3,69,87,0.011,173.2,76.4,4.5,48.7,1653
AP005,Q4,2020,3958,32.3,24.4,69,85,0.059,2197.3,10.0,4.4,11.4,1832
AP011,Q4,2020,3004,21.7,91.6,78,53,0.026,1166.8,79.4,4.5,29.3,395
AP006,Q1,2021,1273,1.5,58.2,63,79,0.037,248.8,44.0,5.1,36.2,1979
AP009,Q3,2022,4004,24.8,6.5,71,80,0.011,805.8,31.7,1.6,33.5,1212
AP010,Q4,2022,1312,53.3,3.5,83,75,0.017,971.9,6.1,3.5,22.5,1398
AP008,Q2,2021,649,40.0,19.3,68,81,0.023,2393.3,32.3,3.1,20.1,597
AP003,Q4,2023,4195,28.6,37.0,65,81,0.022,2591.8,26.0,1.4,30.7,1053
AP002,Q4,2024,2980,2.9,9.8,57,67,0.071,572.6,40.2,1.1,18.2,1041
AP010,Q2,2023,791,3.7,98.9,66,14,0.025,133.9,55.1,5.8,14.7,700
AP009,Q3,2020,2239,56.7,77.0,86,66,0.027,2126.4,83.0,5.1,46.0,904
AP011,Q3,2020,816,43.9,21.7,74,70,0.029,2072.0,85.4,1.4,35.7,1317
AP005,Q2,2024,504,29.2,24.9,72,46,0.022,389.7,29.8,2.0,39.8,332
AP002,Q4,2021,3109,7.9,76.7,93,53,0.047,923.1,10.9,4.2,43.6,359
AP008,Q1,2023,1531,3.5,67.2,64,64,0.015,1768.7,58.5,1.9,39.9,1250
AP008,Q3,2020,1543,59.7,40.3,75,89,0.007,1065.5,32.3,2.7,20.2,1745
AP007,Q2,2023,4034,27.9,64.2,70,65,0.02,370.5,59.0,2.1,41.7,432
AP006,Q3,2024,4598,53.6,62.8,75,75,0.019,2542.5,86.8,1.6,13.8,502
AP006,Q3,2021,4696,14.0,43.7,97,87,0.026,826.2,38.0,2.7,41.0,1068
AP011,Q4,2022,2706,17.7,1.0,72,64,0.036,514.8,74.7,4.1,40.3,976
AP009,Q3,2022,3051,15.5,65.1,97,76,0.027,815.7,88.1,3.5,34.9,1450
AP004,Q1,2021,1779,55.1,8.1,83,68,0.009,918.0,72.3,4.8,36.9,1242
AP008,Q1,2022,1994,55.7,93.0,60,72,0.022,1171.5,28.5,3.2,22.7,1627
AP001,Q2,2021,634,10.8,93.5,99,66,0.053,559.0,73.8,5.6,29.0,823
AP008,Q2,2023,4598,36.7,9.2,84,56,0.034,634.5,2.7,2.5,20.9,508
AP005,Q3,2023,3844,19.7,19.9,74,63,0.024,774.5,40.3,5.3,33.5,1785
AP008,Q2,2023,4270,52.1,93.8,87,56,0.032,759.4,83.2,1.1,20.9,951
AP008,Q3,2023,4651,32.5,30.2,79,73,0.007,2642.3,40.6,3.7,42.3,1316
AP011,Q3,2024,3276,17.3,58.2,48,61,0.014,1400.0,0.2,5.4,18.6,1543
AP006,Q3,2021,2323,28.5,76.8,72,90,0.061,939.0,62.3,3.0,31.8,410
AP006,Q2,2022,2372,11.2,51.4,71,78,0.029,3520.8,56.1,2.5,11.3,1286
AP001,Q1,2021,3745,20.8,18.6,49,61,0.011,586.0,4.9,2.3,22.3,791
AP007,Q3,2020,4500,41.3,29.4,76,75,0.008,1063.6,81.2,2.4,46.1,1994
AP004,Q4,2022,3948,51.0,20.9,52,72,0.027,331.8,35.3,4.0,30.1,855
AP005,Q3,2020,730,14.2,44.2,65,57,0.021,650.2,65.4,2.9,43.6,619
AP006,Q2,2023,1613,32.8,92.8,77,91,0.052,4009.2,76.0,2.5,49.2,1045
AP011,Q4,2023,4371,34.1,41.6,70,79,0.013,1758.1,98.1,2.4,14.8,1102
AP012,Q3,2022,4923,27.0,18.4,67,83,0.052,698.4,13.4,1.6,49.5,1537
AP009,Q4,2021,1905,11.6,76.8,80,77,0.019,2631.6,76.6,4.2,42.2,886
AP012,Q4,2020,1679,4.8,14.7,80,62,0.08,4091.8,58.3,5.4,39.7,1185
AP001,Q4,2020,4506,50.4,98.9,92,70,0.018,462.7,51.0,2.5,33.9,817
AP009,Q1,2022,4727,54.6,58.5,65,59,0.02,563.0,7.1,3.2,36.3,1726
AP011,Q2,2024,3709,11.8,21.2,78,63,0.031,111.1,13.8,3.5,13.4,937
AP010,Q1,2024,943,42.0,39.2,72,49,0.029,1320.0,74.0,3.2,20.1,1334
AP003,Q3,2022,4577,6.7,67.8,72,92,0.079,781.7,35.3,1.5,46.4,800
AP008,Q4,2023,2325,8.7,28.8,85,85,0.008,463.2,61.0,2.4,34.7,702
AP005,Q1,2020,582,27.4,7.3,59,73,0.032,2251.4,2.2,3.1,25.7,1355
AP011,Q1,2023,1319,16.1,79.9,74,76,0.009,873.5,88.1,1.7,10.4,1360
AP003,Q1,2022,3942,43.6,25.4,87,96,0.065,434.5,33.9,2.3,15.8,648
AP010,Q3,2024,1762,59.8,60.9,95,62,0.016,722.8,58.2,1.9,20.4,1182
AP012,Q4,2022,1270,15.4,89.8,47,63,0.024,440.5,59.5,2.9,34.7,712
AP010,Q3,2024,3721,24.5,54.3,62,80,0.044,2203.3,0.1,5.2,39.5,1996
AP002,Q2,2021,4919,18.1,69.3,64,64,0.088,632.7,1.1,5.0,36.4,804
AP009,Q2,2024,3081,51.5,97.7,65,86,0.025,898.0,66.8,5.9,18.4,547
AP009,Q3,2024,1637,10.0,2.2,83,56,0.029,959.7,84.1,1.8,42.5,424
AP008,Q4,2024,805,4.7,16.5,55,72,0.016,386.5,36.0,1.5,33.4,666
AP011,Q3,2023,2519,51.4,0.9,71,82,0.008,279.1,60.8,1.8,27.5,1510
AP009,Q2,2022,2927,1.7,72.3,67,81,0.021,2854.7,1.0,5.4,30.4,1827
AP011,Q2,2022,4827,32.6,8.1,55,75,0.006,539.1,9.6,4.6,18.3,319
AP010,Q3,2020,4121,32.3,87.5,54,74,0.051,673.8,10.9,2.6,26.3,1765
AP010,Q3,2022,2929,29.9,81.2,90,69,0.048,539.8,1.8,4.5,41.9,968
AP007,Q2,2021,3699,24.3,40.3,70,61,0.011,721.9,91.3,1.9,25.4,1463
AP011,Q2,2021,4638,5.6,77.4,84,75,0.015,1312.0,1.2,5.6,42.8,1066
AP012,Q1,2020,1453,58.6,57.0,63,59,0.021,524.5,55.5,3.1,24.6,1288
AP005,Q4,2023,4848,31.6,46.4,42,87,0.011,3120.7,9.0,3.8,47.1,1413
AP010,Q3,2021,2235,38.3,70.9,90,57,0.018,834.3,39.5,2.7,22.3,1742
AP011,Q2,2020,3223,3.3,15.9,83,65,0.021,413.7,0.2,1.3,27.5,465
AP011,Q2,2022,2546,3.9,76.0,91,94,0.042,1351.1,87.3,2.0,38.1,965
AP006,Q2,2024,4906,9.6,48.9,94,83,0.044,216.0,22.6,4.8,28.5,451
AP009,Q3,2024,4710,20.5,81.3,89,76,0.022,653.4,80.8,2.6,26.9,527
AP009,Q4,2024,2874,6.5,33.7,70,78,0.041,483.8,38.3,2.3,11.1,1801
AP005,Q1,2024,3196,4.4,18.4,73,85,0.022,835.4,53.9,2.0,10.1,1895
AP005,Q4,2023,3488,45.2,91.8,46,83,0.025,783.2,60.1,3.2,27.3,1961
AP001,Q1,2024,3028,59.0,61.9,71,52,0.03,1433.3,19.2,3.5,45.3,1894
AP009,Q1,2023,1468,1.3,15.6,70,87,0.033,2228.5,87.6,2.1,16.5,1017
AP002,Q3,2024,3515,48.6,99.0,57,77,0.052,880.6,52.5,3.0,11.7,1106
AP003,Q3,2021,1599,6.9,11.2,83,62,0.016,602.0,53.6,5.7,24.7,1986
AP005,Q4,2020,1473,10.7,9.1,63,87,0.025,804.6,54.9,4.6,29.5,1895
AP006,Q3,2022,3078,31.1,41.9,80,61,0.033,173.0,63.0,4.2,17.9,1178
AP006,Q4,2024,2727,0.6,27.1,66,65,0.038,545.5,93.7,4.3,28.5,364
AP009,Q2,2024,3315,53.5,82.5,77,71,0.068,617.4,10.6,4.5,38.2,715
AP006,Q4,2022,1476,1.8,72.9,54,62,0.023,2161.7,1.0,4.4,11.9,1487
AP008,Q4,2022,3175,53.7,10.8,77,96,0.025,868.9,21.5,4.2,44.3,1677
AP011,Q4,2023,2674,24.1,15.2,73,72,0.014,838.9,18.9,3.2,15.8,1039
AP007,Q2,2023,3247,20.8,83.3,39,78,0.03,1787.5,51.1,3.9,23.0,570
AP005,Q1,2022,4066,35.7,66.0,83,84,0.067,875.3,96.7,2.1,34.8,1849
AP011,Q4,2022,3030,35.7,77.3,49,77,0.041,297.7,15.7,3.2,40.9,596
AP012,Q4,2021,3411,5.4,83.1,75,75,0.027,1514.3,49.7,2.4,43.0,1050
AP011,Q4,2021,1992,18.5,27.4,88,65,0.019,481.6,27.4,5.5,47.9,782
AP002,Q3,2021,4430,48.8,55.8,74,58,0.054,1085.3,98.6,5.1,14.7,901
AP004,Q4,2022,2877,38.2,5.7,61,79,0.016,575.8,37.6,2.2,30.3,1496
AP010,Q1,2023,700,15.0,66.3,59,84,0.086,1241.8,37.1,1.0,16.2,1629
AP006,Q1,2024,514,37.4,78.2,94,71,0.006,1072.6,25.3,5.0,41.4,1388
AP009,Q2,2024,1805,24.7,14.9,77,87,0.056,315.8,7.0,3.7,45.0,682
AP010,Q1,2021,1521,30.7,43.9,63,87,0.018,1158.1,38.0,4.8,25.0,1307
AP003,Q3,2020,4542,36.7,94.5,51,75,0.114,1006.4,41.7,5.4,26.7,1820
AP005,Q4,2021,1390,2.8,76.9,55,52,0.018,288.9,71.2,3.2,49.9,1176
AP010,Q3,2023,4519,0.3,61.2,73,85,0.017,1508.8,30.9,4.5,42.9,785
AP003,Q1,2024,4539,34.6,7.1,65,57,0.034,3428.6,7.3,4.4,23.0,1227
AP008,Q4,2022,1688,57.6,3.9,70,78,0.025,650.8,4.8,2.3,21.2,691
AP007,Q1,2021,4420,27.7,62.1,85,72,0.021,1601.0,32.4,2.5,15.3,1628
AP009,Q3,2022,3014,13.9,60.8,91,73,0.026,364.4,91.6,5.6,31.5,980
AP005,Q4,2021,3973,58.1,1.1,67,76,0.075,1716.8,23.6,5.5,16.9,573
AP011,Q4,2020,3563,28.8,34.6,58,68,0.017,164.2,77.6,4.6,13.0,526
AP005,Q1,2023,3161,6.8,79.5,57,65,0.028,1647.6,47.7,4.0,10.5,1135
AP002,Q4,2022,3056,53.2,99.5,74,54,0.02,2263.1,50.5,5.1,24.5,881
AP006,Q4,2020,1458,13.2,6.4,56,86,0.02,801.4,2.3,4.6,47.3,1513
AP012,Q3,2022,1211,7.1,33.1,52,61,0.009,954.6,57.3,3.7,21.8,1667
AP007,Q3,2021,2007,18.9,79.2,46,84,0.013,1040.0,57.6,2.1,49.3,1086
AP010,Q1,2020,1322,53.6,40.7,82,56,0.018,2607.8,30.9,2.0,29.7,1768
AP007,Q2,2022,3943,20.9,90.5,94,52,0.09,353.6,42.8,6.0,35.1,1766
AP008,Q2,2022,3839,20.7,33.2,98,86,0.019,621.5,8.8,1.7,10.3,1773
AP002,Q1,2022,1920,16.0,9.4,91,50,0.045,1897.9,57.1,1.1,37.7,1382
AP004,Q2,2024,4379,58.6,46.1,78,61,0.006,787.9,30.9,4.5,37.4,1611
AP005,Q1,2022,3569,14.8,27.1,70,43,0.024,210.7,53.4,5.9,34.2,1799
AP012,Q3,2021,1174,58.0,81.4,37,65,0.008,785.6,25.0,3.7,14.7,1044
AP008,Q2,2024,3026,11.8,72.3,62,85,0.026,1052.2,58.7,5.9,18.9,1849
AP004,Q4,2022,3822,5.6,14.1,78,69,0.058,1248.7,74.2,1.3,45.9,1433
AP010,Q3,2023,4553,29.1,50.3,86,93,0.036,3484.3,6.0,3.6,49.1,1554
AP009,Q4,2021,3858,24.8,92.8,73,69,0.019,2265.0,3.0,4.7,12.1,721
AP007,Q4,2021,4608,53.7,4.5,85,70,0.014,944.7,16.4,5.6,14.1,1331
AP006,Q3,2024,1192,37.5,95.0,73,88,0.054,2128.5,28.8,4.1,49.5,1552
AP002,Q2,2022,1191,8.2,95.4,42,51,0.014,1110.8,31.3,5.8,47.6,544
AP008,Q1,2024,4822,44.5,77.3,73,82,0.068,285.5,94.7,6.0,29.9,1345
AP004,Q4,2021,993,46.1,67.6,58,91,0.015,97.3,25.3,2.3,33.0,881
AP007,Q1,2020,2963,5.3,5.3,84,56,0.067,709.6,78.0,4.8,26.5,1228
AP003,Q3,2023,4263,13.9,92.0,80,79,0.087,3260.9,21.6,5.3,38.2,749
AP010,Q4,2021,1761,3.0,93.3,73,89,0.01,712.0,17.9,2.9,25.4,804
AP011,Q2,2023,4934,8.4,52.7,87,86,0.025,1166.4,97.4,1.9,29.7,1107
AP001,Q1,2021,3589,20.5,58.9,88,85,0.033,1917.1,26.7,3.0,32.8,1608
AP002,Q1,2022,3085,54.3,90.4,70,56,0.009,681.4,93.4,3.3,11.1,706
AP003,Q3,2023,681,18.9,75.0,55,77,0.022,1579.3,41.3,2.6,33.7,1989
AP007,Q1,2022,1777,25.2,0.7,68,89,0.016,683.1,96.1,4.4,48.8,1153
AP010,Q2,2023,1594,14.0,45.9,79,74,0.028,877.9,61.2,1.7,20.3,1720
AP008,Q3,2022,2139,50.8,53.6,38,89,0.039,984.8,90.6,1.9,18.7,1728
AP002,Q4,2022,4487,9.8,24.3,49,74,0.115,766.5,88.9,3.8,19.4,1197
AP011,Q3,2024,4239,59.1,85.2,69,49,0.009,876.2,63.6,4.9,47.4,1116
AP012,Q3,2022,663,13.6,34.6,75,76,0.008,266.8,90.9,5.1,29.8,1111
AP006,Q1,2024,1702,24.9,54.0,56,79,0.026,443.9,4.6,5.6,35.5,1488
AP002,Q3,2024,4907,49.5,82.2,57,68,0.021,432.8,83.9,5.8,34.1,305
AP003,Q4,2024,1153,51.1,13.9,70,99,0.029,500.7,67.6,3.6,20.9,1840
AP011,Q1,2022,1608,20.1,13.4,82,86,0.075,1343.5,16.4,3.3,16.7,1616
AP004,Q2,2024,3263,10.7,83.2,57,74,0.023,614.7,70.4,3.0,47.8,1547
AP006,Q4,2022,4526,42.4,60.4,72,85,0.032,125.1,48.7,3.4,35.2,1027
AP011,Q1,2022,1233,51.4,50.0,90,66,0.025,1525.8,42.4,3.3,18.5,799
AP005,Q2,2020,4016,39.9,1.0,93,76,0.021,864.0,1.1,3.7,47.5,1213
AP012,Q3,2023,628,50.2,28.4,67,67,0.012,2838.0,75.1,1.5,22.0,635
AP007,Q1,2024,673,38.9,16.6,75,100,0.029,1299.4,74.6,5.2,37.9,1591
AP012,Q2,2024,1345,26.1,81.7,49,71,0.025,721.3,82.2,1.0,23.2,573
AP003,Q4,2023,3163,26.8,28.6,68,63,0.009,902.6,63.1,5.5,40.9,1289
AP003,Q3,2024,636,29.1,42.6,46,66,0.016,1160.4,76.0,2.4,43.7,678
AP006,Q1,2021,3707,37.2,45.5,68,74,0.026,356.7,75.6,2.4,30.0,560
AP003,Q4,2020,3909,46.0,16.0,76,54,0.012,464.1,66.0,5.3,30.8,608
AP008,Q2,2022,858,34.4,59.9,64,73,0.011,115.2,11.8,3.6,27.8,604
AP011,Q1,2021,1055,38.7,74.7,85,71,0.013,1771.5,95.5,5.1,47.1,983
AP001,Q1,2020,2289,47.0,32.7,84,59,0.007,1228.4,76.4,4.0,30.7,1767
AP004,Q2,2020,3698,48.1,65.5,67,55,0.052,647.4,72.4,1.3,25.0,855
AP010,Q4,2023,2986,41.6,44.5,90,46,0.036,454.8,16.3,3.2,31.2,302
AP011,Q3,2022,3807,1.1,17.9,66,85,0.047,2850.7,46.4,2.4,18.0,886
AP007,Q4,2020,2978,52.1,2.5,85,91,0.032,423.5,18.3,5.1,29.6,510
AP004,Q1,2020,984,59.9,11.0,72,98,0.024,1405.0,86.5,5.5,47.2,1657
AP003,Q4,2022,1201,24.2,12.4,73,62,0.092,1588.5,61.4,2.2,23.0,1494
AP003,Q4,2022,3701,41.2,52.4,63,58,0.02,486.8,56.4,1.8,49.6,1821
AP011,Q1,2024,4376,58.6,78.3,88,76,0.05,1289.5,24.7,2.8,49.6,1484
AP011,Q4,2021,4892,8.6,68.0,87,57,0.013,383.0,79.5,1.7,45.1,1338
AP005,Q2,2022,2265,26.6,24.3,75,97,0.077,900.0,16.0,1.4,45.1,1501
AP012,Q2,2023,4021,52.8,11.4,60,79,0.029,1126.2,2.7,1.0,26.4,777
AP009,Q2,2022,1808,32.6,39.3,84,57,0.013,508.6,22.1,4.7,33.5,383
AP011,Q1,2021,3593,57.2,34.2,49,84,0.015,850.2,63.3,3.8,30.4,1640
AP005,Q1,2021,607,30.1,72.0,87,96,0.053,171.2,66.0,1.3,46.6,737
AP008,Q2,2024,1124,49.3,4.8,72,54,0.015,785.7,80.6,2.3,40.5,488
AP004,Q3,2022,4302,54.2,19.4,92,74,0.018,644.5,72.6,4.6,46.1,1807
AP001,Q2,2021,1330,28.5,29.9,80,77,0.055,2055.0,0.1,1.4,16.5,1404
